Sample ID	Sample Description (title, isolation source)	Study ID	Predicted EnvoID	Predicted Envo Term	Jaccard Score	Distance	P-value	Best Match	Annotated EnvoID1	Predicted Envo Term1	Annotated EnvoID2	Predicted Envo Term2	Annotated EnvoID3	Predicted Envo Term3
SC.C.T3C.414525	Microcosms constructed at Brazilian Antarctic Station Comandante Ferraz using diesel-oil contaminated soil (15 days treatment), soil	QDB_0776	ENVO:00002116	contaminated soil	0.153959523179	1	0.00206932100159	ENVO:00001998	ENVO:00002875	oil contaminated soil	ENVO:00001998	soil	ENVO:00000894	Polar biome
S146.141270	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V40, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
M23Urin.140740	Bacterial Community Variation in Human Body Habitats Across Space and Time, urine	QDB_0449	ENVO:00002047	urine	0.156292682484	0	0.000604878446618	ENVO:00002047	ENVO:00002047	urine	ENVO:00009003	human-associated habitat
Cheese.B4.1135633	Dairy Facility Microbiome, indoor	QDB_1884	ID:0000000	animal microbiome	0.262947557667	7	0.549325136652	ENVO:00002008	ENVO:00002008	dust
TtA.sed.D1.660402	Saline environments that may harbor novel lignocellulolytic activities tolerant of ionic liquids, sea grass sample	QDB_1580	ENVO:01000059	sea grass bed	0.156681958381	4	0.0908687678472	ENVO:00002113	ENVO:00009001	plant-associated habitat	ENVO:00002113	marine sediment	ENVO:01000021	mangrove biome
000004468.1078150	AGP Mercola Food, Parsley	QDB_2013	ENVO:00002002	food product	0.144729982694	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
PO6.4.T4.830837	Ercolini whole grain feces, Fecal sample taken from individual PO6.4	QDB_1481	ENVO:00002003	feces	0.334502992577	0	0.000604878446618	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
M11Navl.140483	Bacterial Community Variation in Human Body Habitats Across Space and Time, navel	QDB_0449	ENVO:00002036	habitat	0.134017119305	4	0.0908687678472	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
Tar.sand.2.686750	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.214151133246	0	0.000604878446618	ENVO:00001998	ENVO:00000876	Temperate broadleaf and mixed forest biome	ENVO:00002875	oil contaminated soil	ENVO:00001998	soil
000004444.1078109	AGP Mercola Food, FerSprD3	QDB_2013	ENVO:00002002	food product	0.143075785817	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
F24Knee.140744	Bacterial Community Variation in Human Body Habitats Across Space and Time, back of knees	QDB_0449	ENVO:00002036	habitat	0.128172930366	4	0.0908687678472	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
000004415.1078183	AGP Mercola Food, FerSprD5	QDB_2013	ENVO:00002002	food product	0.143075785817	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
000004496.1078181	AGP Mercola Food, FVK2 EMP D7	QDB_2013	ENVO:00002002	food product	0.115225485793	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
PLRP6.70.589057	Pavilion Lake Research Project, 70	QDB_0809	ENVO:00000020	lake	0.249473471024	1	0.00206932100159	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00001995	rock
DCF2.666647	Chu Changbai mountain soils, soil	QDB_1702	ENVO:00005769	mountain forest soil	0.496836213061	2	0.0118310790194	ENVO:00001998	ENVO:00001998	soil	ENVO:00000882	Montane grasslands and shrubland biome	ENVO:00000081	mountain
S31.141291	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V91, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
IPB011.Colonoscopy.stool.396932	Characterization of Bacteria in Biopsies of Colon and Stools by High Throughput Sequencing of the V2 Region of Bacterial 16S rRNA Gene in Human, human gut	QDB_0966	ID:0000050	tissue sample from biopsy	0.0814949148951	4	0.0908687678472	ENVO:00009003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
MIW3.660761	Kelley nicu contamination, Swab was taken from NICU incubator white turn handles to open incubator MB	QDB_0386	ID:0000020	mouth	0.111976671191	4	0.0908687678472	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface
S65.141231	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V121, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
M21Pinl.140313	Bacterial Community Variation in Human Body Habitats Across Space and Time, left outer ear	QDB_0449	ENVO:00002036	habitat	0.113634674666	4	0.0908687678472	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
TL11.22.747113	Diversity of carbonate deposits and basement rocks in continental and marine serpentinite seeps., biofilm	QDB_0713	ID:0000112	marine electroactive biofilm	0.186847133031	5	0.2001811416	ENVO:00002022	ENVO:00003982	travertine	ENVO:00000882	Montane grasslands and shrubland biome	ENVO:00002022	alkaline habitat
000004411.1078126	AGP Mercola Food, Golden Beet	QDB_2013	ENVO:00002002	food product	0.124871642801	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
BB1.141690	Pyrosequencing-Based Assessment of Soil pH as a Predictor of Soil Bacterial Community Structure at the Continental Scale, soil	QDB_0103	ENVO:00000221	continental island	0.0935562556961	5	0.2001811416	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002993	Tropical humid forests
S5.141170	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V108, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
S38.141321	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V97, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
Ab.swab.T7.U1.1082003	PacBio sequencing of eukaryotic communities during decomposition, mouse gut	QDB_1997	ID:0000002	gut	0.141271920429	2	0.0118310790194	ENVO:00009002	ENVO:00000446	terrestrial biome	ENVO:00009002	mammalia-associated habitat	ENVO:02000019	bodily fluid
CCD.p14.f28.446040	A pyrosequencing study in twins shows that gastrointestinal microbial profiles vary with inflammatory bowel disease phenotypes, human gut	QDB_1070	ENVO:01000007	microbial feature	0.0823692872198	4	0.0908687678472	ENVO:00009003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
HR3.733829	Deercreek, Douglas-fir, rep 3, soil	QDB_1038	ENVO:00001998	soil	0.182069474025	0	0.000604878446618	ENVO:00001998	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
M41Nstl.140739	Bacterial Community Variation in Human Body Habitats Across Space and Time, left nostril	QDB_0449	ENVO:00002036	habitat	0.123087887299	4	0.0908687678472	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
S43.141201	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V102, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
000004503.1078169	AGP Mercola Food, FVP EMP D7	QDB_2013	ENVO:00002002	food product	0.115225485793	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
Chimp2.284402	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, chimpanzee gut	QDB_0626	ID:0000000	animal microbiome	0.116408962801	1	0.00206932100159	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat
000004404.1078105	AGP Mercola Food, NV FerSprD3	QDB_2013	ENVO:00002002	food product	0.115225485793	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
must.162.1127989	Microbial biogeography of grape must, Grape must samples from across California	QDB_2019	ENVO:01000007	microbial feature	0.204161725696	5	0.2001811416	ENVO:00009001	ENVO:00009001	plant-associated habitat
P.Dois.Rios.HA.488597	Rio de aneiro Coastline, marine	QDB_1039	ENVO:00000303	coast	0.232880634976	2	0.0118310790194	ENVO:00000045	ENVO:00000887	Large river biome	ENVO:00002150	coastal water	ENVO:00000045	estuary
soil1.0.1g.T0U1.1082004	PacBio sequencing of eukaryotic communities during decomposition, soil	QDB_1997	ENVO:00001998	soil	0.141093731257	0	0.000604878446618	ENVO:00001998	ENVO:00000446	terrestrial biome	ENVO:00001998	soil
S40.141244	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V100, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
M7.533981	Intertidal microbes 16s for 2009 and 2017, marine	QDB_0662	ENVO:00000090	coastal plain	0.29368354108	3	0.0342097930214	ENVO:00000317	ENVO:00000447	marine biome	ENVO:00000317	tidal pool	ENVO:00002034	biofilm
MBD10.660775	Kelley nicu contamination, Swab was taken from NICU baby open bedside diaper counter machine MB	QDB_0386	ID:0000020	mouth	0.0983561946206	4	0.0908687678472	ENVO:00002031	ENVO:00002031	anthropogenic habitat	ENVO:00010504	surface
TZ27.829911	human hand microbiome, human skin	QDB_1563	ID:0000058	skin	0.451480620901	1	0.00206932100159	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
MR1.733846	Metolius River, ponderosa pine, rep 1, soil	QDB_1038	ENVO:00000109	woodland	0.133332252779	2	0.0118310790194	ENVO:00002992	ENVO:00002261	forest soil	ENVO:00001998	soil	ENVO:00002992	Temperate needle-leaf forests or woodlands
Barefoot.Mouth.983890	Personal Genome Project, human oral	QDB_1189	ID:0000020	mouth	0.178430349821	3	0.0342097930214	ENVO:00009003	ENVO:02000036	saliva	ENVO:00009003	human-associated habitat
F6T2FMP1.347535	The impact of a consortium of fermented milk strains on the human gut microbiome: a study involving monozygotic twins and gnotobiotic mice, human gut	QDB_0803	ID:0000000	animal microbiome	0.0875395080117	3	0.0342097930214	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
S162.141198	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V53, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
PLRP17.mat.589047	Pavilion Lake Research Project, 10	QDB_0809	ENVO:00000020	lake	0.249473471024	1	0.00206932100159	ENVO:00000892	ENVO:00000892	Small lake biome	ENVO:00002157	stromatolite mat	ENVO:01000008	microbial mat
M2.533982	Intertidal microbes 16s for 2009 and 2011, marine	QDB_0662	ENVO:00000090	coastal plain	0.29368354108	0	0.000604878446618	ENVO:00000090	ENVO:00000447	marine biome	ENVO:00000090	coastal plain	ENVO:00002034	biofilm
S119.141189	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V21, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
C15.dec08.823543	Comparison of groundwater samples from karst sinkholes (cenotes) from the Yucatan Peninsula, Mexico, groundwater	QDB_0861	ENVO:00000195	sinkhole	0.128705580742	0	0.000604878446618	ENVO:00000195	ENVO:00000195	sinkhole	ENVO:00002019	brackish water	ENVO:00000873	freshwater biome
M42Forl.140600	Bacterial Community Variation in Human Body Habitats Across Space and Time, left forearm	QDB_0449	ENVO:00002036	habitat	0.123087887299	4	0.0908687678472	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
PO2.4.T8.830859	Ercolini whole grain feces, Fecal sample taken from individual PO2.4	QDB_1481	ENVO:00002003	feces	0.334502992577	0	0.000604878446618	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
S157.141289	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V47, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
NA.23.T0.830827	Ercolini whole grain feces, Fecal sample taken from individual NA.23	QDB_1481	ENVO:00002003	feces	0.334502992577	0	0.000604878446618	ENVO:00002003	ENVO:00002003	feces	ENVO:00009003	human-associated habitat
000004475.1078184	AGP Mercola Food, Egg	QDB_2013	ENVO:02000056	egg product	0.180294081192	5	0.2001811416	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
S69.141181	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V124, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
S135.141164	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V34, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
M26.141172	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V155, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
E1A06TS.481400	Lung HIV Microbiome Project, human oral	QDB_1020	ID:0000000	animal microbiome	0.193109626594	3	0.0342097930214	ENVO:00009003	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat
ESC.1.46.NPL.279695	Disordered Microbial Communities in the Upper Respiratory Tract of Cigarette Smokers, human nose	QDB_0524	ENVO:00000218	black smoker	0.121070768789	8	0.708292629533	ENVO:02000040	ENVO:02000040	mucus	ENVO:00009003	human-associated habitat
LMHV.005018.7001BAL.552335	BAL sample from Lung MicroCHIP study, human lung	QDB_1438	ID:0000052	lung	0.15921809973	2	0.0118310790194	ENVO:00009003	ENVO:01000155	organic material	ENVO:00009003	human-associated habitat
ProC53.658333	to study bacterial communities on fresh produce, sample from Grapes	QDB_1671	ENVO:0010074	grape extract	0.152713051395	10	0.906880197224	ENVO:00000446	ENVO:00000446	terrestrial biome	ENVO:00002222	food shop
000004483.1078179	AGP Mercola Food, Radish Sprouts	QDB_2013	ID:0000032	sprout	0.189505951347	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
S147.141149	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V41, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
Temperate.deciduous.forest.686751	Canadian MetaMicroBiome Initiative, soil	QDB_0632	ENVO:00001998	soil	0.214151133246	0	0.000604878446618	ENVO:00001998	ENVO:00000876	Temperate broadleaf and mixed forest biome	ENVO:00002261	forest soil	ENVO:00001998	soil
RTLemur.284393	Diet drives convergence in gut microbiome functions across mammalian phylogeny and within humans, ring-tailed lemur gut	QDB_0626	ID:0000000	animal microbiome	0.104270895953	1	0.00206932100159	ENVO:00006776	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat
S45.141166	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V104, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
S70.141169	The influence of sex handedness and washing on the diversity of hand surface bacteriaS1 V126, fierer undergraduate palms	QDB_0317	ID:0000023	hand	0.0881810605986	3	0.0342097930214	ENVO:00009003	ENVO:02000037	sebum	ENVO:00009003	human-associated habitat
000004462.1078195	AGP Mercola Food, V VegSprD6	QDB_2013	ENVO:00002002	food product	0.143075785817	3	0.0342097930214	ENVO:00001998	ENVO:00002031	anthropogenic habitat	ENVO:00001998	soil	ENVO:00000077	agricultural feature
SG4x.609406	spatial series of transects through gradients in Yellowstone, microbial mat	QDB_0925	ENVO:01000008	microbial mat	0.297257609458	0	0.000604878446618	ENVO:01000008	ENVO:00002030	aquatic biome	ENVO:00000051	hot spring	ENVO:01000008	microbial mat
3rd.tri.ino.632516	Pregnant women sampled in 1st and 3rd trimesters, their children and a germ free mouse exp., human gut	QDB_0867	ENVO:00000005	first-order administrative region	0.0844974272521	8	0.708292629533	ENVO:00002003	ENVO:00002003	feces	ENVO:00006776	animal-associated habitat
11M.480753	zebrafish gut metagenome, freshwater	QDB_1192	ENVO:00000021	freshwater lake	0.224201135079	2	0.0118310790194	ENVO:00000873	ENVO:00002037	freshwater habitat	ENVO:00000873	freshwater biome	ENVO:00002198	fresh water aquarium
Antibioticday1.6.72.984458	Antibioticday1 Sample, Treatment 6, mouse gut	QDB_1958	ID:0000002	gut	0.206019550815	1	0.00206932100159	ENVO:00002003	ENVO:00009002	mammalia-associated habitat	ENVO:00002003	feces
4.4.CL.N.139823	Characterization of airborne microbial communities at a high elevation site and their potential to act as atmospheric ice nuclei, air	QDB_0314	ENVO:01000007	microbial feature	0.101275659935	4	0.0908687678472	ENVO:00000568	ENVO:00002005	air	ENVO:00000568	aerial habitat
